index,PRICE,CARRY,PRICE_CONTRACT,CARRY_CONTRACT
2008-10-29,37.16,39.2,20090200,20090100
2008-10-30,38.47,41.28,20090200,20090100
2008-10-31,38.84,41.4,20090200,20090100
2008-11-03,39.34,41.97,20090200,20090100
2008-11-04,39.0,41.78,20090200,20090100
2008-11-05,37.84,39.85,20090200,20090100
2008-11-06,40.11,42.21,20090200,20090100
2008-11-07,42.51,45.65,20090200,20090100
2008-11-10,42.02,45.1,20090200,20090100
2008-11-11,42.73,45.48,20090200,20090100
2008-11-12,40.51,43.54,20090300,20090200
2008-11-13,41.83,45.13,20090300,20090200
2008-11-14,40.53,44.28,20090300,20090200
2008-11-17,42.35,46.09,20090300,20090200
2008-11-18,43.41,47.43,20090300,20090200
2008-11-19,44.27,48.59,20090300,20090200
2008-11-20,47.34,52.26,20090300,20090200
2008-11-21,50.58,54.66999000000001,20090300,20090200
2008-11-24,49.06,53.11,20090300,20090200
2008-11-25,46.78,50.33,20090300,20090200
2008-11-26,45.43,49.1,20090300,20090200
2008-11-27,43.61,47.23,20090300,20090200
2008-11-28,43.61,47.23,20090300,20090200
2008-12-01,43.52,47.17,20090300,20090200
2008-12-02,48.13,51.91,20090300,20090200
2008-12-03,47.57,51.78,20090300,20090200
2008-12-04,47.12,51.21,20090300,20090200
2008-12-05,49.35,53.94,20090300,20090200
2008-12-08,48.7,53.58001,20090300,20090200
2008-12-09,48.23,52.72,20090300,20090200
2008-12-10,48.82,53.33001,20090300,20090200
2008-12-11,48.48,52.76,20090300,20090200
2008-12-12,49.09,53.38,20090300,20090200
2008-12-15,46.63,48.58,20090400,20090300
2008-12-16,46.44,48.63,20090400,20090300
2008-12-17,44.8,46.75,20090400,20090300
2008-12-18,43.91,46.18,20090400,20090300
2008-12-19,43.22,45.61,20090400,20090300
2008-12-22,41.76,43.57,20090400,20090300
2008-12-23,41.43,42.67,20090400,20090300
2008-12-24,42.14,43.39,20090400,20090300
2008-12-25,41.75,42.93,20090400,20090300
2008-12-26,41.75,42.93,20090400,20090300
2008-12-29,41.61,42.81,20090400,20090300
2008-12-30,42.51,43.49,20090400,20090300
2008-12-31,40.97,42.1,20090400,20090300
2009-01-01,38.55,40.41,20090400,20090300
2009-01-02,38.55,40.41,20090400,20090300
2009-01-05,36.22,37.69,20090400,20090300
2009-01-06,36.47,37.83,20090400,20090300
2009-01-07,36.74,37.5,20090400,20090300
2009-01-08,38.63,40.09,20090400,20090300
2009-01-09,38.4,39.72,20090400,20090300
2009-01-12,38.66,40.95,20090400,20090300
2009-01-13,40.84,43.41,20090400,20090300
2009-01-14,38.95,40.93,20090500,20090400
2009-01-15,40.98,42.88,20090500,20090400
2009-01-16,40.87,43.25,20090500,20090400
2009-01-19,41.2,43.44,20090500,20090400
2009-01-20,41.2,43.44,20090500,20090400
2009-01-21,44.42,47.54,20090500,20090400
2009-01-22,41.62,44.4,20090500,20090400
2009-01-23,42.25,45.25,20090500,20090400
2009-01-26,42.31,45.13,20090500,20090400
2009-01-27,41.59,44.33,20090500,20090400
2009-01-28,40.1,42.4,20090500,20090400
2009-01-29,38.36,40.29,20090500,20090400
2009-01-30,37.89,39.96,20090500,20090400
2009-02-02,38.99,41.1,20090500,20090400
2009-02-03,39.55,41.4,20090500,20090400
2009-02-04,38.65,40.3,20090500,20090400
2009-02-05,38.3,40.1,20090500,20090400
2009-02-06,38.05,39.55,20090500,20090400
2009-02-09,37.9,39.15,20090500,20090400
2009-02-10,38.05,39.65,20090500,20090400
2009-02-11,38.45,39.15,20090600,20090500
2009-02-12,38.25,38.7,20090600,20090500
2009-02-13,37.85,38.65,20090600,20090500
2009-02-16,38.25,39.25,20090600,20090500
2009-02-17,38.25,39.25,20090600,20090500
2009-02-18,39.25,40.25,20090600,20090500
2009-02-19,39.5,40.6,20090600,20090500
2009-02-20,39.95,41.1,20090600,20090500
2009-02-23,40.95,41.95,20090600,20090500
2009-02-24,41.9,43.45,20090600,20090500
2009-02-25,40.15,41.2,20090600,20090500
2009-02-26,40.1,40.95,20090600,20090500
2009-02-27,40.65,41.35,20090600,20090500
2009-03-02,40.95,41.7,20090600,20090500
2009-03-03,42.15,43.15,20090600,20090500
