index,adjusted,underlying
2006-11-13,109.28999999999996,12.68
2006-11-14,109.14999999999995,12.54
2006-11-15,108.95999999999995,12.35
2006-11-16,108.89999999999995,12.29
2006-11-17,108.92999999999995,12.32
2006-11-20,108.96999999999997,12.36
2006-11-21,109.08999999999997,12.48
2006-11-22,109.19999999999996,12.59
2006-11-23,,
2006-11-24,109.44999999999993,12.84
2006-11-27,109.99999999999994,13.39
2006-11-28,109.56999999999994,12.96
2006-11-29,109.18999999999997,12.58
2006-11-30,109.12999999999997,12.52
2006-12-01,109.34999999999997,12.74
2006-12-04,109.10999999999996,12.5
2006-12-05,109.15999999999997,12.55
2006-12-06,109.29999999999995,12.69
2006-12-07,109.37999999999997,12.77
2006-12-08,109.41999999999996,12.81
2006-12-11,109.20999999999995,12.6
2006-12-12,109.21999999999997,13.33
2006-12-13,109.25999999999996,13.37
2006-12-14,109.28999999999996,13.4
2006-12-15,109.43999999999994,13.55
2006-12-18,109.50999999999993,13.62
2006-12-19,109.34999999999997,13.46
2006-12-20,109.27999999999997,13.39
2006-12-21,109.38999999999996,13.5
2006-12-22,109.56999999999994,13.68
2006-12-25,,
2006-12-26,109.28999999999996,13.4
2006-12-27,108.96999999999997,13.08
2006-12-28,109.00999999999996,13.12
2006-12-29,108.99999999999997,13.11
2007-01-01,,
2007-01-02,,
2007-01-03,108.99999999999997,13.11
2007-01-04,109.04999999999995,13.16
2007-01-05,109.36999999999995,13.48
2007-01-08,109.21999999999997,13.33
2007-01-09,109.09999999999997,13.21
2007-01-10,109.04999999999995,13.16
2007-01-11,108.16999999999996,12.28
2007-01-12,107.90999999999997,13.18
2007-01-15,,
2007-01-16,107.63999999999996,12.91
2007-01-17,107.62999999999997,12.9
2007-01-18,107.62999999999997,12.9
2007-01-19,107.50999999999996,12.78
2007-01-22,107.60999999999996,12.88
2007-01-23,107.30999999999997,12.58
2007-01-24,107.23999999999995,12.51
2007-01-25,107.50999999999996,12.78
2007-01-26,107.50999999999996,12.78
2007-01-29,107.53999999999996,12.81
2007-01-30,107.36999999999995,12.64
2007-01-31,107.07999999999996,12.35
2007-02-01,106.99999999999997,12.27
2007-02-02,106.96999999999997,12.24
2007-02-05,107.00999999999996,12.28
2007-02-06,106.75999999999996,12.03
2007-02-07,106.61999999999995,11.89
2007-02-08,106.69999999999996,11.97
2007-02-09,107.03999999999996,13.17
2007-02-12,107.25999999999996,13.39
2007-02-13,107.00999999999996,13.14
2007-02-14,106.66999999999996,12.8
2007-02-15,106.47999999999996,12.61
2007-02-16,106.44999999999996,12.58
2007-02-19,,
2007-02-20,106.17999999999995,12.31
2007-02-21,106.12999999999997,12.26
2007-02-22,106.07999999999996,12.21
2007-02-23,106.45999999999995,12.59
2007-02-26,106.40999999999997,12.54
2007-02-27,108.35999999999996,14.49
2007-02-28,107.41999999999996,13.55
2007-03-01,107.90999999999997,14.04
2007-03-02,108.45999999999995,14.59
2007-03-05,108.87999999999997,15.01
2007-03-06,107.98999999999995,14.12
2007-03-07,108.03999999999996,14.17
2007-03-08,107.57999999999996,13.71
2007-03-09,107.62999999999997,13.76
2007-03-12,107.48999999999995,13.62
2007-03-13,108.16999999999996,14.49
2007-03-14,108.49999999999994,14.82
2007-03-15,108.56999999999996,14.89
2007-03-16,108.89999999999995,15.22
2007-03-19,108.36999999999995,14.69
2007-03-20,108.13999999999996,14.46
2007-03-21,107.27999999999997,13.6
2007-03-22,107.39999999999995,13.72
2007-03-23,107.54999999999995,13.87
2007-03-26,107.46999999999997,13.79
2007-03-27,107.66999999999996,13.99
2007-03-28,108.26999999999995,14.59
2007-03-29,108.22999999999996,14.55
2007-03-30,108.06999999999996,14.39
2007-04-02,108.44999999999996,14.77
2007-04-03,107.95999999999995,14.28
2007-04-04,107.87999999999997,14.2
2007-04-05,107.67999999999995,14.0
2007-04-06,,
2007-04-09,107.70999999999995,14.03
2007-04-10,107.26999999999995,13.59
2007-04-11,107.63999999999996,14.48
2007-04-12,107.43999999999997,14.28
2007-04-13,107.17999999999995,14.02
2007-04-16,106.50999999999996,13.35
2007-04-17,106.45999999999995,13.3
2007-04-18,106.52999999999997,13.37
2007-04-19,106.68999999999997,13.53
2007-04-20,106.63999999999996,13.48
2007-04-23,106.88999999999996,13.73
2007-04-24,106.88999999999996,13.73
2007-04-25,106.66999999999996,13.51
2007-04-26,106.78999999999996,13.63
2007-04-27,106.69999999999996,13.54
2007-04-30,107.01999999999995,13.86
2007-05-01,107.00999999999996,13.85
2007-05-02,106.87999999999997,13.72
2007-05-03,106.76999999999995,13.61
2007-05-04,106.78999999999996,13.63
2007-05-07,106.87999999999997,13.72
2007-05-08,107.02999999999997,13.87
2007-05-09,106.93999999999997,13.78
2007-05-10,107.35999999999996,14.2
2007-05-11,107.09999999999997,13.94
2007-05-14,107.32999999999996,14.46
2007-05-15,107.52999999999997,14.66
2007-05-16,107.36999999999995,14.5
2007-05-17,107.49999999999997,14.63
2007-05-18,107.31999999999996,14.45
2007-05-21,107.13999999999996,14.27
2007-05-22,107.21999999999997,14.35
2007-05-23,107.20999999999995,14.34
2007-05-24,107.57999999999996,14.71
2007-05-25,107.50999999999996,14.64
2007-05-28,,
2007-05-29,107.29999999999995,14.43
2007-05-30,107.20999999999995,14.34
2007-05-31,107.12999999999997,14.26
2007-06-01,107.15999999999997,14.29
2007-06-04,107.20999999999995,14.34
2007-06-05,107.25999999999996,14.39
2007-06-06,107.62999999999997,14.76
2007-06-07,108.18999999999994,15.32
2007-06-08,108.00999999999996,15.14
2007-06-11,107.73999999999995,14.87
2007-06-12,107.91999999999996,15.34
2007-06-13,107.74999999999994,15.17
2007-06-14,107.57999999999996,15.0
2007-06-15,107.40999999999997,14.83
2007-06-18,107.43999999999997,14.86
2007-06-19,107.11999999999995,14.54
2007-06-20,107.70999999999995,15.13
2007-06-21,107.95999999999995,15.38
2007-06-22,108.38999999999996,15.81
2007-06-25,108.62999999999997,16.05
2007-06-26,109.10999999999996,16.53
2007-06-27,108.27999999999994,15.7
2007-06-28,108.41999999999996,15.84
2007-06-29,108.73999999999995,16.16
2007-07-02,108.47999999999996,15.9
2007-07-03,108.30999999999995,15.73
2007-07-04,,
2007-07-05,108.60999999999996,16.03
2007-07-06,108.30999999999995,15.73
2007-07-09,108.30999999999995,15.73
2007-07-10,109.29999999999995,16.72
2007-07-11,109.22999999999996,16.65
2007-07-12,108.94999999999996,16.45
2007-07-13,109.15999999999997,16.66
2007-07-16,109.29999999999995,16.8
2007-07-17,109.46999999999994,16.97
2007-07-18,109.91999999999993,17.42
2007-07-19,109.85999999999993,17.36
2007-07-20,110.25999999999993,17.76
2007-07-23,110.12999999999994,17.63
2007-07-24,110.63999999999993,18.14
2007-07-25,110.67999999999995,18.18
2007-07-26,111.89999999999995,19.4
2007-07-27,112.20999999999995,19.71
2007-07-30,111.84999999999994,19.35
2007-07-31,113.26999999999992,20.77
2007-08-01,113.94999999999993,21.45
2007-08-02,113.14999999999992,20.65
2007-08-03,114.78999999999994,22.29
2007-08-06,114.33999999999992,21.84
2007-08-07,112.76999999999992,20.27
2007-08-08,112.74999999999991,20.25
2007-08-09,115.44999999999993,22.95
2007-08-10,116.12999999999991,23.63
2007-08-13,114.70999999999992,21.71
2007-08-14,115.62999999999991,22.63
2007-08-15,115.80999999999992,22.81
2007-08-16,116.49999999999991,23.5
2007-08-17,116.88999999999993,23.89
2007-08-20,115.38999999999993,22.39
2007-08-21,115.19999999999993,22.2
2007-08-22,114.72999999999993,21.73
2007-08-23,115.06999999999994,22.07
2007-08-24,114.28999999999994,21.29
2007-08-27,115.28999999999994,22.29
2007-08-28,117.15999999999994,24.16
2007-08-29,116.31999999999994,23.32
2007-08-30,116.40999999999991,23.41
2007-08-31,115.69999999999993,22.7
2007-09-03,,
2007-09-04,114.86999999999992,21.87
2007-09-05,116.05999999999992,23.06
2007-09-06,115.88999999999993,22.89
2007-09-07,117.09999999999994,24.1
2007-09-10,117.66999999999993,24.67
2007-09-11,117.17999999999992,22.46
2007-09-12,117.41999999999993,22.7
2007-09-13,117.23999999999992,22.52
2007-09-14,117.16999999999993,22.45
2007-09-17,117.55999999999992,22.84
2007-09-18,115.77999999999992,21.06
2007-09-19,114.94999999999993,20.23
2007-09-20,115.46999999999994,20.75
2007-09-21,114.69999999999993,19.98
2007-09-24,114.62999999999994,19.91
2007-09-25,114.82999999999993,20.11
2007-09-26,114.27999999999992,19.56
2007-09-27,114.10999999999993,19.39
2007-09-28,114.50999999999993,19.79
2007-10-01,114.05999999999992,19.34
2007-10-02,114.40999999999994,19.69
2007-10-03,114.70999999999992,19.99
2007-10-04,114.86999999999992,20.15
2007-10-05,113.98999999999992,19.27
2007-10-08,114.22999999999993,19.51
2007-10-09,113.35999999999993,18.64
2007-10-10,113.33999999999995,18.62
2007-10-11,114.51999999999992,19.8
2007-10-12,114.22999999999993,19.42
2007-10-15,115.09999999999994,20.29
2007-10-16,115.82999999999993,21.02
2007-10-17,115.75999999999993,20.95
2007-10-18,115.72999999999993,20.92
2007-10-19,117.10999999999993,22.3
2007-10-22,116.54999999999993,21.74
2007-10-23,116.03999999999994,21.23
2007-10-24,116.37999999999994,21.57
2007-10-25,116.48999999999992,21.68
2007-10-26,115.84999999999994,21.04
2007-10-29,115.71999999999991,20.91
2007-10-30,116.44999999999993,21.64
2007-10-31,115.10999999999993,20.3
2007-11-01,117.26999999999992,22.46
2007-11-02,117.87999999999994,23.07
2007-11-05,118.71999999999994,23.91
2007-11-06,117.72999999999993,22.92
2007-11-07,120.03999999999994,25.23
2007-11-08,119.85999999999993,25.05
2007-11-09,121.1699999999999,26.36
2007-11-12,121.33999999999992,26.26
2007-11-13,119.71999999999994,24.64
2007-11-14,120.10999999999993,25.03
2007-11-15,121.45999999999992,26.38
2007-11-16,121.2599999999999,26.18
2007-11-19,121.7899999999999,26.71
2007-11-20,121.49999999999991,26.42
2007-11-21,121.81999999999991,26.74
2007-11-22,,
2007-11-23,121.05999999999992,25.98
2007-11-26,122.04999999999993,26.97
2007-11-27,121.60999999999993,26.53
2007-11-28,119.73999999999992,24.66
2007-11-29,119.84999999999994,24.77
2007-11-30,119.44999999999993,24.37
2007-12-03,119.63999999999993,24.56
2007-12-04,119.90999999999994,24.83
2007-12-05,119.02999999999992,23.95
2007-12-06,118.01999999999992,22.94
2007-12-07,118.34999999999994,23.27
2007-12-10,117.99999999999994,22.92
2007-12-11,118.98999999999992,23.91
2007-12-12,118.82999999999993,23.83
2007-12-13,119.05999999999992,24.06
2007-12-14,119.67999999999992,24.68
2007-12-17,120.43999999999991,25.44
2007-12-18,119.72999999999993,24.73
2007-12-19,119.37999999999994,24.38
2007-12-20,119.09999999999994,24.1
2007-12-21,118.28999999999994,23.29
2007-12-24,117.94999999999993,22.95
2007-12-25,,
2007-12-26,117.78999999999994,22.79
2007-12-27,118.51999999999992,23.52
2007-12-28,118.71999999999994,23.72
2007-12-31,119.18999999999994,24.19
2008-01-01,,
2008-01-02,119.48999999999992,24.49
2008-01-03,119.51999999999992,24.52
2008-01-04,120.29999999999993,25.3
2008-01-07,119.80999999999992,24.81
2008-01-08,120.89999999999992,25.9
2008-01-09,120.77999999999992,25.78
2008-01-10,119.94999999999993,24.95
2008-01-11,121.14999999999992,26.15
2008-01-14,120.1699999999999,25.07
2008-01-15,120.12999999999991,25.03
2008-01-16,120.12999999999991,25.03
2008-01-17,121.71999999999991,26.62
2008-01-18,121.80999999999992,26.71
2008-01-21,,
2008-01-22,121.4799999999999,26.38
2008-01-23,120.39999999999992,25.3
2008-01-24,120.43999999999991,25.34
2008-01-25,120.89999999999992,25.8
2008-01-28,120.46999999999991,25.37
2008-01-29,120.34999999999991,25.25
2008-01-30,120.65999999999991,25.56
2008-01-31,120.40999999999991,25.31
2008-02-01,119.75999999999993,24.66
2008-02-04,120.65999999999991,25.56
2008-02-05,122.01999999999992,26.92
2008-02-06,122.69999999999993,27.6
2008-02-07,122.34999999999991,27.25
2008-02-08,122.7299999999999,27.63
2008-02-11,121.9799999999999,26.81
2008-02-12,121.6699999999999,26.5
2008-02-13,120.9499999999999,25.78
2008-02-14,121.29999999999993,26.13
2008-02-15,121.07999999999993,25.91
2008-02-18,,
2008-02-19,120.86999999999992,25.7
2008-02-20,120.57999999999993,25.41
2008-02-21,120.61999999999992,25.45
2008-02-22,119.99999999999991,24.83
2008-02-25,119.50999999999993,24.34
2008-02-26,119.34999999999994,24.18
2008-02-27,119.61999999999992,24.45
2008-02-28,120.26999999999992,25.1
2008-02-29,121.52999999999992,26.36
2008-03-03,121.4199999999999,26.25
2008-03-04,120.95999999999992,25.79
2008-03-05,120.54999999999993,25.38
2008-03-06,122.15999999999991,26.99
2008-03-07,122.0399999999999,26.87
2008-03-10,122.76999999999992,27.6
2008-03-11,121.2599999999999,26.09
2008-03-12,122.2899999999999,26.51
2008-03-13,122.21999999999991,26.44
2008-03-14,123.2299999999999,27.45
2008-03-17,123.14999999999992,27.37
2008-03-18,121.1099999999999,25.33
2008-03-19,122.30999999999992,26.53
2008-03-20,121.8599999999999,26.08
2008-03-21,,
2008-03-24,121.48999999999992,25.71
2008-03-25,121.64999999999992,25.87
2008-03-26,122.09999999999991,26.32
2008-03-27,122.23999999999992,26.46
2008-03-28,122.36999999999992,26.59
2008-03-31,122.07999999999993,26.3
2008-04-01,120.62999999999991,24.85
2008-04-02,120.80999999999992,25.03
2008-04-03,120.71999999999991,24.94
2008-04-04,120.7299999999999,24.95
2008-04-07,120.03999999999994,24.26
2008-04-08,119.84999999999994,24.07
2008-04-09,120.43999999999991,24.66
2008-04-10,120.10999999999993,24.33
2008-04-11,121.05999999999992,25.1
2008-04-14,120.7899999999999,24.83
2008-04-15,120.49999999999991,24.54
2008-04-16,119.18999999999994,23.23
2008-04-17,119.50999999999993,23.55
2008-04-18,118.79999999999993,22.84
2008-04-21,118.38999999999993,22.43
2008-04-22,118.57999999999993,22.62
2008-04-23,118.36999999999992,22.41
2008-04-24,118.00999999999993,22.05
2008-04-25,117.47999999999993,21.52
2008-04-28,117.28999999999994,21.33
2008-04-29,117.54999999999993,21.59
2008-04-30,118.09999999999994,22.14
2008-05-01,116.90999999999994,20.95
2008-05-02,116.58999999999992,20.63
2008-05-05,116.94999999999993,20.99
2008-05-06,116.21999999999991,20.26
2008-05-07,117.16999999999993,21.21
2008-05-08,117.20999999999992,21.25
2008-05-09,117.40999999999994,21.45
2008-05-12,116.77999999999992,20.82
2008-05-13,116.78999999999994,21.88
2008-05-14,116.43999999999991,21.53
2008-05-15,116.15999999999991,21.25
2008-05-16,116.40999999999991,21.5
2008-05-19,116.48999999999992,21.58
2008-05-20,117.25999999999993,22.35
2008-05-21,118.48999999999992,23.58
2008-05-22,118.46999999999991,23.56
2008-05-23,118.94999999999993,24.04
2008-05-26,,
2008-05-27,118.60999999999993,23.7
2008-05-28,118.15999999999994,23.25
2008-05-29,116.97999999999993,22.07
